acc:0.2454337899543379,best_acc:0
acc:0.3127853881278539,best_acc:0.2454337899543379
acc:0.3333333333333333,best_acc:0.3127853881278539
acc:0.2773972602739726,best_acc:0.3333333333333333
acc:0.20662100456621002,best_acc:0.3333333333333333
acc:0.20776255707762556,best_acc:0.3333333333333333
acc:0.2054794520547945,best_acc:0.3333333333333333
acc:0.2271689497716895,best_acc:0.3333333333333333
acc:0.23515981735159816,best_acc:0.3333333333333333
acc:0.2694063926940639,best_acc:0.3333333333333333
acc:0.29337899543379,best_acc:0.3333333333333333
acc:0.2990867579908676,best_acc:0.3333333333333333
acc:0.3105022831050228,best_acc:0.3333333333333333
acc:0.3093607305936073,best_acc:0.3333333333333333
acc:0.3127853881278539,best_acc:0.3333333333333333
acc:0.3150684931506849,best_acc:0.3333333333333333
acc:0.3036529680365297,best_acc:0.3333333333333333
acc:0.3105022831050228,best_acc:0.3333333333333333
acc:0.3150684931506849,best_acc:0.3333333333333333
acc:0.3219178082191781,best_acc:0.3333333333333333
acc:0.33105022831050224,best_acc:0.3333333333333333
acc:0.3310502283105023,best_acc:0.3333333333333333
acc:0.3299086757990868,best_acc:0.3333333333333333
acc:0.3356164383561644,best_acc:0.3333333333333333
acc:0.3356164383561644,best_acc:0.3356164383561644
acc:0.34018264840182644,best_acc:0.3356164383561644
acc:0.3447488584474886,best_acc:0.34018264840182644
acc:0.3504566210045662,best_acc:0.3447488584474886
acc:0.3515981735159817,best_acc:0.3504566210045662
acc:0.3573059360730594,best_acc:0.3515981735159817
acc:0.3527397260273972,best_acc:0.3573059360730594
acc:0.3538812785388128,best_acc:0.3573059360730594
acc:0.3527397260273972,best_acc:0.3573059360730594
acc:0.34931506849315064,best_acc:0.3573059360730594
acc:0.3458904109589041,best_acc:0.3573059360730594
acc:0.3424657534246575,best_acc:0.3573059360730594
acc:0.3447488584474886,best_acc:0.3573059360730594
acc:0.3424657534246575,best_acc:0.3573059360730594
acc:0.3424657534246575,best_acc:0.3573059360730594
acc:0.3401826484018265,best_acc:0.3573059360730594
acc:0.341324200913242,best_acc:0.3573059360730594
acc:0.343607305936073,best_acc:0.3573059360730594
acc:0.3458904109589041,best_acc:0.3573059360730594
acc:0.3481735159817352,best_acc:0.3573059360730594
acc:0.3504566210045662,best_acc:0.3573059360730594
acc:0.35159817351598177,best_acc:0.3573059360730594
TEST:  acc:0.3253424657534246
