acc:0.4314606741573034,best_acc:0
acc:0.5112359550561798,best_acc:0.4314606741573034
acc:0.3876404494382022,best_acc:0.5112359550561798
acc:0.2550561797752809,best_acc:0.5112359550561798
acc:0.2741573033707865,best_acc:0.5112359550561798
acc:0.2741573033707865,best_acc:0.5112359550561798
acc:0.32808988764044944,best_acc:0.5112359550561798
acc:0.32808988764044944,best_acc:0.5112359550561798
acc:0.37415730337078656,best_acc:0.5112359550561798
acc:0.43820224719101125,best_acc:0.5112359550561798
acc:0.4651685393258427,best_acc:0.5112359550561798
acc:0.5078651685393258,best_acc:0.5112359550561798
acc:0.5314606741573034,best_acc:0.5112359550561798
acc:0.5314606741573034,best_acc:0.5314606741573034
acc:0.5674157303370786,best_acc:0.5314606741573034
acc:0.6022471910112359,best_acc:0.5674157303370786
acc:0.6123595505617978,best_acc:0.6022471910112359
acc:0.6213483146067416,best_acc:0.6123595505617978
acc:0.6370786516853932,best_acc:0.6213483146067416
acc:0.651685393258427,best_acc:0.6370786516853932
acc:0.6606741573033708,best_acc:0.651685393258427
acc:0.6629213483146068,best_acc:0.6606741573033708
acc:0.6617977528089888,best_acc:0.6629213483146068
acc:0.6640449438202247,best_acc:0.6629213483146068
acc:0.6662921348314607,best_acc:0.6640449438202247
acc:0.6707865168539325,best_acc:0.6662921348314607
acc:0.6797752808988764,best_acc:0.6707865168539325
acc:0.6842696629213483,best_acc:0.6797752808988764
acc:0.6876404494382022,best_acc:0.6842696629213483
acc:0.6921348314606741,best_acc:0.6876404494382022
acc:0.6955056179775281,best_acc:0.6921348314606741
acc:0.7033707865168539,best_acc:0.6955056179775281
acc:0.7067415730337079,best_acc:0.7033707865168539
acc:0.7089887640449438,best_acc:0.7067415730337079
acc:0.7089887640449438,best_acc:0.7089887640449438
acc:0.7067415730337079,best_acc:0.7089887640449438
acc:0.701123595505618,best_acc:0.7089887640449438
acc:0.702247191011236,best_acc:0.7089887640449438
acc:0.701123595505618,best_acc:0.7089887640449438
acc:0.70561797752809,best_acc:0.7089887640449438
acc:0.7089887640449438,best_acc:0.7089887640449438
acc:0.7112359550561798,best_acc:0.7089887640449438
acc:0.7112359550561798,best_acc:0.7112359550561798
acc:0.7134831460674157,best_acc:0.7112359550561798
acc:0.7168539325842697,best_acc:0.7134831460674157
acc:0.7168539325842698,best_acc:0.7168539325842697
acc:0.7134831460674157,best_acc:0.7168539325842698
acc:0.7157303370786516,best_acc:0.7168539325842698
acc:0.7191011235955056,best_acc:0.7168539325842698
acc:0.7202247191011236,best_acc:0.7191011235955056
acc:0.7191011235955056,best_acc:0.7202247191011236
acc:0.7224719101123596,best_acc:0.7202247191011236
acc:0.7213483146067416,best_acc:0.7224719101123596
acc:0.7224719101123596,best_acc:0.7224719101123596
acc:0.7235955056179775,best_acc:0.7224719101123596
acc:0.7292134831460675,best_acc:0.7235955056179775
acc:0.7292134831460674,best_acc:0.7292134831460675
acc:0.7303370786516854,best_acc:0.7292134831460675
acc:0.7235955056179775,best_acc:0.7303370786516854
acc:0.7269662921348314,best_acc:0.7303370786516854
acc:0.7303370786516854,best_acc:0.7303370786516854
acc:0.7303370786516854,best_acc:0.7303370786516854
acc:0.7314606741573033,best_acc:0.7303370786516854
acc:0.7359550561797753,best_acc:0.7314606741573033
acc:0.7370786516853933,best_acc:0.7359550561797753
acc:0.7382022471910112,best_acc:0.7370786516853933
acc:0.7404494382022472,best_acc:0.7382022471910112
acc:0.7426966292134831,best_acc:0.7404494382022472
acc:0.7404494382022472,best_acc:0.7426966292134831
acc:0.7415730337078652,best_acc:0.7426966292134831
acc:0.7382022471910112,best_acc:0.7426966292134831
acc:0.7359550561797752,best_acc:0.7426966292134831
acc:0.7314606741573033,best_acc:0.7426966292134831
acc:0.7303370786516854,best_acc:0.7426966292134831
acc:0.7292134831460675,best_acc:0.7426966292134831
acc:0.7258426966292135,best_acc:0.7426966292134831
acc:0.7247191011235955,best_acc:0.7426966292134831
acc:0.7235955056179775,best_acc:0.7426966292134831
acc:0.7224719101123596,best_acc:0.7426966292134831
acc:0.7235955056179775,best_acc:0.7426966292134831
acc:0.7269662921348314,best_acc:0.7426966292134831
acc:0.7303370786516854,best_acc:0.7426966292134831
acc:0.7303370786516854,best_acc:0.7426966292134831
acc:0.7303370786516854,best_acc:0.7426966292134831
acc:0.7314606741573033,best_acc:0.7426966292134831
acc:0.7325842696629215,best_acc:0.7426966292134831
acc:0.7303370786516854,best_acc:0.7426966292134831
acc:0.7280898876404494,best_acc:0.7426966292134831
acc:0.7292134831460674,best_acc:0.7426966292134831
acc:0.7303370786516854,best_acc:0.7426966292134831
acc:0.7303370786516854,best_acc:0.7426966292134831
acc:0.7314606741573033,best_acc:0.7426966292134831
acc:0.7314606741573033,best_acc:0.7426966292134831
acc:0.7325842696629215,best_acc:0.7426966292134831
acc:0.7325842696629215,best_acc:0.7426966292134831
acc:0.7337078651685394,best_acc:0.7426966292134831
acc:0.7337078651685394,best_acc:0.7426966292134831
acc:0.7337078651685394,best_acc:0.7426966292134831
acc:0.7337078651685394,best_acc:0.7426966292134831
acc:0.7337078651685394,best_acc:0.7426966292134831
TEST:  acc:0.6898876404494383
