acc:0.4404494382022472,best_acc:0
acc:0.503370786516854,best_acc:0.4404494382022472
acc:0.4606741573033708,best_acc:0.503370786516854
acc:0.28876404494382024,best_acc:0.503370786516854
acc:0.28876404494382024,best_acc:0.503370786516854
acc:0.28876404494382024,best_acc:0.503370786516854
acc:0.2808988764044944,best_acc:0.503370786516854
acc:0.2808988764044944,best_acc:0.503370786516854
acc:0.3269662921348314,best_acc:0.503370786516854
acc:0.40224719101123596,best_acc:0.503370786516854
acc:0.4651685393258427,best_acc:0.503370786516854
acc:0.4955056179775281,best_acc:0.503370786516854
acc:0.5123595505617977,best_acc:0.503370786516854
acc:0.5359550561797752,best_acc:0.5123595505617977
acc:0.5438202247191011,best_acc:0.5359550561797752
acc:0.5516853932584269,best_acc:0.5438202247191011
acc:0.5617977528089888,best_acc:0.5516853932584269
acc:0.5719101123595506,best_acc:0.5617977528089888
acc:0.5966292134831461,best_acc:0.5719101123595506
acc:0.6157303370786518,best_acc:0.5966292134831461
acc:0.6247191011235955,best_acc:0.6157303370786518
acc:0.6258426966292134,best_acc:0.6247191011235955
acc:0.6325842696629214,best_acc:0.6258426966292134
acc:0.6269662921348315,best_acc:0.6325842696629214
acc:0.6280898876404495,best_acc:0.6325842696629214
acc:0.6325842696629214,best_acc:0.6325842696629214
acc:0.6359550561797753,best_acc:0.6325842696629214
acc:0.6415730337078651,best_acc:0.6359550561797753
acc:0.6404494382022472,best_acc:0.6415730337078651
acc:0.6471910112359551,best_acc:0.6415730337078651
acc:0.6438202247191012,best_acc:0.6471910112359551
acc:0.6449438202247191,best_acc:0.6471910112359551
acc:0.646067415730337,best_acc:0.6471910112359551
acc:0.6438202247191012,best_acc:0.6471910112359551
acc:0.6438202247191012,best_acc:0.6471910112359551
acc:0.647191011235955,best_acc:0.6471910112359551
acc:0.648314606741573,best_acc:0.6471910112359551
acc:0.6528089887640449,best_acc:0.648314606741573
acc:0.6573033707865168,best_acc:0.6528089887640449
acc:0.6629213483146067,best_acc:0.6573033707865168
acc:0.6617977528089888,best_acc:0.6629213483146067
acc:0.6629213483146068,best_acc:0.6629213483146067
acc:0.6561797752808989,best_acc:0.6629213483146068
acc:0.6573033707865168,best_acc:0.6629213483146068
acc:0.6573033707865168,best_acc:0.6629213483146068
acc:0.6595505617977528,best_acc:0.6629213483146068
acc:0.6617977528089888,best_acc:0.6629213483146068
acc:0.6651685393258426,best_acc:0.6629213483146068
acc:0.6662921348314607,best_acc:0.6651685393258426
acc:0.6696629213483146,best_acc:0.6662921348314607
acc:0.6741573033707866,best_acc:0.6696629213483146
acc:0.6719101123595506,best_acc:0.6741573033707866
acc:0.6719101123595506,best_acc:0.6741573033707866
acc:0.6730337078651685,best_acc:0.6741573033707866
acc:0.6752808988764045,best_acc:0.6741573033707866
acc:0.6752808988764045,best_acc:0.6752808988764045
acc:0.6707865168539326,best_acc:0.6752808988764045
acc:0.6719101123595506,best_acc:0.6752808988764045
acc:0.6741573033707866,best_acc:0.6752808988764045
acc:0.6741573033707866,best_acc:0.6752808988764045
acc:0.6741573033707865,best_acc:0.6752808988764045
acc:0.6752808988764045,best_acc:0.6752808988764045
acc:0.6797752808988764,best_acc:0.6752808988764045
acc:0.6820224719101123,best_acc:0.6797752808988764
acc:0.6842696629213483,best_acc:0.6820224719101123
acc:0.6820224719101123,best_acc:0.6842696629213483
acc:0.6831460674157304,best_acc:0.6842696629213483
acc:0.6820224719101124,best_acc:0.6842696629213483
acc:0.6797752808988764,best_acc:0.6842696629213483
acc:0.6775280898876405,best_acc:0.6842696629213483
acc:0.6797752808988764,best_acc:0.6842696629213483
acc:0.6764044943820224,best_acc:0.6842696629213483
acc:0.6775280898876405,best_acc:0.6842696629213483
acc:0.6786516853932585,best_acc:0.6842696629213483
acc:0.6808988764044944,best_acc:0.6842696629213483
acc:0.6808988764044944,best_acc:0.6842696629213483
acc:0.6797752808988764,best_acc:0.6842696629213483
acc:0.6808988764044944,best_acc:0.6842696629213483
acc:0.6808988764044944,best_acc:0.6842696629213483
acc:0.6797752808988764,best_acc:0.6842696629213483
acc:0.6808988764044943,best_acc:0.6842696629213483
acc:0.6741573033707865,best_acc:0.6842696629213483
acc:0.6752808988764045,best_acc:0.6842696629213483
acc:0.6752808988764045,best_acc:0.6842696629213483
acc:0.6752808988764045,best_acc:0.6842696629213483
acc:0.6741573033707866,best_acc:0.6842696629213483
acc:0.6764044943820224,best_acc:0.6842696629213483
acc:0.6786516853932585,best_acc:0.6842696629213483
acc:0.6786516853932585,best_acc:0.6842696629213483
acc:0.6786516853932585,best_acc:0.6842696629213483
acc:0.6786516853932585,best_acc:0.6842696629213483
acc:0.6775280898876405,best_acc:0.6842696629213483
acc:0.6752808988764045,best_acc:0.6842696629213483
acc:0.6764044943820224,best_acc:0.6842696629213483
acc:0.6752808988764045,best_acc:0.6842696629213483
acc:0.6775280898876405,best_acc:0.6842696629213483
acc:0.6775280898876405,best_acc:0.6842696629213483
acc:0.6775280898876405,best_acc:0.6842696629213483
acc:0.6764044943820224,best_acc:0.6842696629213483
acc:0.6764044943820224,best_acc:0.6842696629213483
TEST:  acc:0.6213483146067416
