acc:0.21040372670807453,best_acc:0
acc:0.2111801242236025,best_acc:0.21040372670807453
acc:0.28649068322981364,best_acc:0.2111801242236025
acc:0.3501552795031056,best_acc:0.28649068322981364
acc:0.3944099378881988,best_acc:0.3501552795031056
acc:0.4666149068322981,best_acc:0.3944099378881988
acc:0.48835403726708076,best_acc:0.4666149068322981
acc:0.5139751552795031,best_acc:0.48835403726708076
acc:0.5395962732919255,best_acc:0.5139751552795031
acc:0.5597826086956521,best_acc:0.5395962732919255
acc:0.5683229813664596,best_acc:0.5597826086956521
acc:0.5815217391304348,best_acc:0.5683229813664596
acc:0.5815217391304348,best_acc:0.5815217391304348
acc:0.5776397515527951,best_acc:0.5815217391304348
acc:0.5760869565217391,best_acc:0.5815217391304348
acc:0.5854037267080745,best_acc:0.5815217391304348
acc:0.5900621118012422,best_acc:0.5854037267080745
acc:0.5869565217391304,best_acc:0.5900621118012422
acc:0.593167701863354,best_acc:0.5900621118012422
acc:0.5916149068322982,best_acc:0.593167701863354
acc:0.6024844720496894,best_acc:0.593167701863354
acc:0.6071428571428572,best_acc:0.6024844720496894
acc:0.6071428571428572,best_acc:0.6071428571428572
acc:0.610248447204969,best_acc:0.6071428571428572
acc:0.6086956521739131,best_acc:0.610248447204969
acc:0.610248447204969,best_acc:0.610248447204969
acc:0.6086956521739131,best_acc:0.610248447204969
acc:0.6125776397515528,best_acc:0.610248447204969
acc:0.6079192546583851,best_acc:0.6125776397515528
acc:0.6055900621118012,best_acc:0.6125776397515528
acc:0.6040372670807453,best_acc:0.6125776397515528
acc:0.6133540372670807,best_acc:0.6125776397515528
acc:0.6156832298136646,best_acc:0.6133540372670807
acc:0.6172360248447205,best_acc:0.6156832298136646
acc:0.6234472049689441,best_acc:0.6172360248447205
acc:0.6211180124223603,best_acc:0.6234472049689441
acc:0.6265527950310559,best_acc:0.6234472049689441
acc:0.6242236024844721,best_acc:0.6265527950310559
acc:0.6203416149068324,best_acc:0.6265527950310559
acc:0.6226708074534162,best_acc:0.6265527950310559
acc:0.6203416149068324,best_acc:0.6265527950310559
acc:0.6234472049689441,best_acc:0.6265527950310559
acc:0.6242236024844721,best_acc:0.6265527950310559
acc:0.6211180124223603,best_acc:0.6265527950310559
acc:0.6164596273291925,best_acc:0.6265527950310559
acc:0.6125776397515528,best_acc:0.6265527950310559
acc:0.6226708074534162,best_acc:0.6265527950310559
acc:0.6211180124223602,best_acc:0.6265527950310559
acc:0.6195652173913044,best_acc:0.6265527950310559
acc:0.6211180124223603,best_acc:0.6265527950310559
acc:0.6242236024844721,best_acc:0.6265527950310559
acc:0.6211180124223603,best_acc:0.6265527950310559
acc:0.6172360248447205,best_acc:0.6265527950310559
acc:0.6164596273291926,best_acc:0.6265527950310559
acc:0.6187888198757764,best_acc:0.6265527950310559
acc:0.6218944099378882,best_acc:0.6265527950310559
acc:0.6180124223602484,best_acc:0.6265527950310559
acc:0.6195652173913044,best_acc:0.6265527950310559
acc:0.6172360248447205,best_acc:0.6265527950310559
acc:0.6203416149068324,best_acc:0.6265527950310559
acc:0.6218944099378882,best_acc:0.6265527950310559
acc:0.6211180124223603,best_acc:0.6265527950310559
acc:0.6242236024844721,best_acc:0.6265527950310559
acc:0.6226708074534162,best_acc:0.6265527950310559
acc:0.6218944099378882,best_acc:0.6265527950310559
acc:0.6211180124223603,best_acc:0.6265527950310559
acc:0.6226708074534162,best_acc:0.6265527950310559
acc:0.6234472049689441,best_acc:0.6265527950310559
acc:0.6242236024844721,best_acc:0.6265527950310559
acc:0.6211180124223603,best_acc:0.6265527950310559
acc:0.6203416149068324,best_acc:0.6265527950310559
acc:0.6218944099378882,best_acc:0.6265527950310559
acc:0.6257763975155279,best_acc:0.6265527950310559
acc:0.6234472049689441,best_acc:0.6265527950310559
acc:0.6226708074534162,best_acc:0.6265527950310559
acc:0.6242236024844721,best_acc:0.6265527950310559
acc:0.6218944099378882,best_acc:0.6265527950310559
acc:0.6226708074534162,best_acc:0.6265527950310559
acc:0.625,best_acc:0.6265527950310559
acc:0.6257763975155279,best_acc:0.6265527950310559
acc:0.6234472049689441,best_acc:0.6265527950310559
acc:0.6234472049689441,best_acc:0.6265527950310559
acc:0.6234472049689441,best_acc:0.6265527950310559
acc:0.6234472049689441,best_acc:0.6265527950310559
acc:0.6257763975155279,best_acc:0.6265527950310559
acc:0.6242236024844721,best_acc:0.6265527950310559
acc:0.6242236024844721,best_acc:0.6265527950310559
acc:0.6234472049689441,best_acc:0.6265527950310559
acc:0.6234472049689441,best_acc:0.6265527950310559
acc:0.6242236024844721,best_acc:0.6265527950310559
acc:0.6265527950310559,best_acc:0.6265527950310559
acc:0.6281055900621118,best_acc:0.6265527950310559
acc:0.6281055900621118,best_acc:0.6281055900621118
acc:0.6273291925465838,best_acc:0.6281055900621118
acc:0.6273291925465838,best_acc:0.6281055900621118
acc:0.6273291925465838,best_acc:0.6281055900621118
acc:0.6273291925465838,best_acc:0.6281055900621118
acc:0.6273291925465838,best_acc:0.6281055900621118
acc:0.6273291925465838,best_acc:0.6281055900621118
acc:0.6273291925465838,best_acc:0.6281055900621118
TEST:  acc:0.6490683229813665
