acc:0.3595505617977528,best_acc:0
acc:0.3752808988764045,best_acc:0.3595505617977528
acc:0.3977528089887641,best_acc:0.3752808988764045
acc:0.35168539325842696,best_acc:0.3977528089887641
acc:0.25617977528089886,best_acc:0.3977528089887641
acc:0.2449438202247191,best_acc:0.3977528089887641
acc:0.2449438202247191,best_acc:0.3977528089887641
acc:0.2449438202247191,best_acc:0.3977528089887641
acc:0.2876404494382022,best_acc:0.3977528089887641
acc:0.35280898876404493,best_acc:0.3977528089887641
acc:0.35280898876404493,best_acc:0.3977528089887641
acc:0.35280898876404493,best_acc:0.3977528089887641
acc:0.4191011235955056,best_acc:0.3977528089887641
acc:0.4842696629213483,best_acc:0.4191011235955056
acc:0.5,best_acc:0.4842696629213483
acc:0.503370786516854,best_acc:0.5
acc:0.5,best_acc:0.503370786516854
acc:0.49775280898876406,best_acc:0.503370786516854
acc:0.5123595505617977,best_acc:0.503370786516854
acc:0.5280898876404494,best_acc:0.5123595505617977
acc:0.5483146067415731,best_acc:0.5280898876404494
acc:0.553932584269663,best_acc:0.5483146067415731
acc:0.5617977528089888,best_acc:0.553932584269663
acc:0.5752808988764044,best_acc:0.5617977528089888
acc:0.6,best_acc:0.5752808988764044
acc:0.6269662921348315,best_acc:0.6
acc:0.6449438202247191,best_acc:0.6269662921348315
acc:0.6573033707865168,best_acc:0.6449438202247191
acc:0.6640449438202247,best_acc:0.6573033707865168
acc:0.6662921348314607,best_acc:0.6640449438202247
acc:0.6685393258426966,best_acc:0.6662921348314607
acc:0.6685393258426966,best_acc:0.6685393258426966
acc:0.6662921348314608,best_acc:0.6685393258426966
acc:0.6651685393258426,best_acc:0.6685393258426966
acc:0.6685393258426966,best_acc:0.6685393258426966
acc:0.6719101123595506,best_acc:0.6685393258426966
acc:0.6752808988764045,best_acc:0.6719101123595506
acc:0.6786516853932585,best_acc:0.6752808988764045
acc:0.6786516853932585,best_acc:0.6786516853932585
acc:0.6876404494382022,best_acc:0.6786516853932585
acc:0.6865168539325843,best_acc:0.6876404494382022
acc:0.6887640449438203,best_acc:0.6876404494382022
acc:0.6910112359550562,best_acc:0.6887640449438203
acc:0.6898876404494383,best_acc:0.6910112359550562
acc:0.6910112359550562,best_acc:0.6910112359550562
acc:0.6876404494382022,best_acc:0.6910112359550562
acc:0.6910112359550562,best_acc:0.6910112359550562
acc:0.6910112359550562,best_acc:0.6910112359550562
acc:0.6910112359550562,best_acc:0.6910112359550562
acc:0.6887640449438203,best_acc:0.6910112359550562
acc:0.6887640449438203,best_acc:0.6910112359550562
acc:0.6921348314606741,best_acc:0.6910112359550562
acc:0.6977528089887641,best_acc:0.6921348314606741
acc:0.698876404494382,best_acc:0.6977528089887641
acc:0.6977528089887641,best_acc:0.698876404494382
acc:0.701123595505618,best_acc:0.698876404494382
acc:0.698876404494382,best_acc:0.701123595505618
acc:0.698876404494382,best_acc:0.701123595505618
acc:0.7044943820224718,best_acc:0.701123595505618
acc:0.7033707865168539,best_acc:0.7044943820224718
acc:0.698876404494382,best_acc:0.7044943820224718
acc:0.698876404494382,best_acc:0.7044943820224718
acc:0.698876404494382,best_acc:0.7044943820224718
acc:0.6966292134831461,best_acc:0.7044943820224718
acc:0.696629213483146,best_acc:0.7044943820224718
acc:0.6955056179775281,best_acc:0.7044943820224718
acc:0.6955056179775281,best_acc:0.7044943820224718
acc:0.6955056179775281,best_acc:0.7044943820224718
acc:0.6955056179775281,best_acc:0.7044943820224718
acc:0.6943820224719102,best_acc:0.7044943820224718
acc:0.698876404494382,best_acc:0.7044943820224718
acc:0.698876404494382,best_acc:0.7044943820224718
acc:0.7,best_acc:0.7044943820224718
acc:0.7,best_acc:0.7044943820224718
acc:0.7,best_acc:0.7044943820224718
TEST:  acc:0.6741573033707865
