acc:0.2876712328767123,best_acc:0
acc:0.3367579908675799,best_acc:0.2876712328767123
acc:0.4246575342465753,best_acc:0.3367579908675799
acc:0.4098173515981735,best_acc:0.4246575342465753
acc:0.319634703196347,best_acc:0.4246575342465753
acc:0.3504566210045662,best_acc:0.4246575342465753
acc:0.3687214611872146,best_acc:0.4246575342465753
acc:0.3938356164383562,best_acc:0.4246575342465753
acc:0.4360730593607306,best_acc:0.4246575342465753
acc:0.4429223744292238,best_acc:0.4360730593607306
acc:0.4429223744292238,best_acc:0.4429223744292238
acc:0.4429223744292238,best_acc:0.4429223744292238
acc:0.4646118721461187,best_acc:0.4429223744292238
acc:0.4646118721461187,best_acc:0.4646118721461187
acc:0.4920091324200913,best_acc:0.4646118721461187
acc:0.49543378995433796,best_acc:0.4920091324200913
acc:0.5079908675799086,best_acc:0.49543378995433796
acc:0.5251141552511416,best_acc:0.5079908675799086
acc:0.5353881278538812,best_acc:0.5251141552511416
acc:0.5639269406392694,best_acc:0.5353881278538812
acc:0.5833333333333333,best_acc:0.5639269406392694
acc:0.595890410958904,best_acc:0.5833333333333333
acc:0.6038812785388128,best_acc:0.595890410958904
acc:0.6073059360730594,best_acc:0.6038812785388128
acc:0.6175799086757991,best_acc:0.6073059360730594
acc:0.6221461187214612,best_acc:0.6175799086757991
acc:0.6369863013698631,best_acc:0.6221461187214612
acc:0.634703196347032,best_acc:0.6369863013698631
acc:0.634703196347032,best_acc:0.6369863013698631
acc:0.6415525114155252,best_acc:0.6369863013698631
acc:0.6472602739726028,best_acc:0.6415525114155252
acc:0.6495433789954338,best_acc:0.6472602739726028
acc:0.6449771689497716,best_acc:0.6495433789954338
acc:0.639269406392694,best_acc:0.6495433789954338
acc:0.6472602739726028,best_acc:0.6495433789954338
acc:0.6518264840182648,best_acc:0.6495433789954338
acc:0.654109589041096,best_acc:0.6518264840182648
acc:0.6529680365296804,best_acc:0.654109589041096
acc:0.6484018264840183,best_acc:0.654109589041096
acc:0.6472602739726028,best_acc:0.654109589041096
acc:0.6472602739726028,best_acc:0.654109589041096
acc:0.6495433789954338,best_acc:0.654109589041096
acc:0.6518264840182648,best_acc:0.654109589041096
acc:0.6495433789954338,best_acc:0.654109589041096
acc:0.6518264840182648,best_acc:0.654109589041096
acc:0.654109589041096,best_acc:0.654109589041096
acc:0.6461187214611872,best_acc:0.654109589041096
acc:0.6404109589041096,best_acc:0.654109589041096
acc:0.6438356164383562,best_acc:0.654109589041096
acc:0.658675799086758,best_acc:0.654109589041096
acc:0.6723744292237444,best_acc:0.658675799086758
acc:0.6735159817351598,best_acc:0.6723744292237444
acc:0.6678082191780822,best_acc:0.6735159817351598
acc:0.6689497716894977,best_acc:0.6735159817351598
acc:0.6643835616438356,best_acc:0.6735159817351598
acc:0.6643835616438356,best_acc:0.6735159817351598
acc:0.6598173515981736,best_acc:0.6735159817351598
acc:0.6575342465753424,best_acc:0.6735159817351598
acc:0.6575342465753424,best_acc:0.6735159817351598
acc:0.660958904109589,best_acc:0.6735159817351598
acc:0.6609589041095891,best_acc:0.6735159817351598
acc:0.6575342465753424,best_acc:0.6735159817351598
acc:0.656392694063927,best_acc:0.6735159817351598
acc:0.6506849315068493,best_acc:0.6735159817351598
acc:0.6472602739726028,best_acc:0.6735159817351598
acc:0.6461187214611872,best_acc:0.6735159817351598
acc:0.6461187214611872,best_acc:0.6735159817351598
acc:0.6449771689497716,best_acc:0.6735159817351598
acc:0.6484018264840183,best_acc:0.6735159817351598
acc:0.6518264840182648,best_acc:0.6735159817351598
acc:0.6506849315068493,best_acc:0.6735159817351598
acc:0.654109589041096,best_acc:0.6735159817351598
acc:0.6518264840182648,best_acc:0.6735159817351598
acc:0.6529680365296804,best_acc:0.6735159817351598
acc:0.6518264840182648,best_acc:0.6735159817351598
acc:0.6495433789954338,best_acc:0.6735159817351598
acc:0.6472602739726028,best_acc:0.6735159817351598
acc:0.6552511415525114,best_acc:0.6735159817351598
acc:0.654109589041096,best_acc:0.6735159817351598
acc:0.658675799086758,best_acc:0.6735159817351598
acc:0.660958904109589,best_acc:0.6735159817351598
acc:0.6598173515981736,best_acc:0.6735159817351598
acc:0.6621004566210046,best_acc:0.6735159817351598
acc:0.6598173515981736,best_acc:0.6735159817351598
acc:0.6598173515981736,best_acc:0.6735159817351598
acc:0.6575342465753424,best_acc:0.6735159817351598
acc:0.6609589041095891,best_acc:0.6735159817351598
acc:0.6598173515981736,best_acc:0.6735159817351598
acc:0.6563926940639269,best_acc:0.6735159817351598
acc:0.6563926940639269,best_acc:0.6735159817351598
acc:0.656392694063927,best_acc:0.6735159817351598
acc:0.6552511415525114,best_acc:0.6735159817351598
acc:0.6529680365296804,best_acc:0.6735159817351598
acc:0.6518264840182648,best_acc:0.6735159817351598
acc:0.6529680365296804,best_acc:0.6735159817351598
acc:0.6518264840182648,best_acc:0.6735159817351598
acc:0.6506849315068494,best_acc:0.6735159817351598
acc:0.6506849315068494,best_acc:0.6735159817351598
acc:0.6506849315068494,best_acc:0.6735159817351598
acc:0.6506849315068494,best_acc:0.6735159817351598
TEST:  acc:0.6678082191780822
