acc:0.2554347826086956,best_acc:0
acc:0.06987577639751552,best_acc:0.2554347826086956
acc:0.2732919254658385,best_acc:0.2554347826086956
acc:0.3586956521739131,best_acc:0.2732919254658385
acc:0.45962732919254656,best_acc:0.3586956521739131
acc:0.5271739130434783,best_acc:0.45962732919254656
acc:0.5613354037267081,best_acc:0.5271739130434783
acc:0.5722049689440993,best_acc:0.5613354037267081
acc:0.5861801242236024,best_acc:0.5722049689440993
acc:0.6001552795031055,best_acc:0.5861801242236024
acc:0.6118012422360248,best_acc:0.6001552795031055
acc:0.6180124223602484,best_acc:0.6118012422360248
acc:0.6195652173913043,best_acc:0.6180124223602484
acc:0.6218944099378882,best_acc:0.6195652173913043
acc:0.6319875776397516,best_acc:0.6218944099378882
acc:0.6304347826086956,best_acc:0.6319875776397516
acc:0.6358695652173914,best_acc:0.6319875776397516
acc:0.6312111801242236,best_acc:0.6358695652173914
acc:0.6381987577639752,best_acc:0.6358695652173914
acc:0.6420807453416149,best_acc:0.6381987577639752
acc:0.6459627329192547,best_acc:0.6420807453416149
acc:0.6482919254658385,best_acc:0.6459627329192547
acc:0.6506211180124224,best_acc:0.6482919254658385
acc:0.6475155279503106,best_acc:0.6506211180124224
acc:0.6506211180124224,best_acc:0.6506211180124224
acc:0.6506211180124224,best_acc:0.6506211180124224
acc:0.6506211180124224,best_acc:0.6506211180124224
acc:0.6498447204968945,best_acc:0.6506211180124224
acc:0.6475155279503106,best_acc:0.6506211180124224
acc:0.6498447204968945,best_acc:0.6506211180124224
acc:0.6413043478260869,best_acc:0.6506211180124224
acc:0.6358695652173914,best_acc:0.6506211180124224
acc:0.6327639751552795,best_acc:0.6506211180124224
acc:0.6374223602484472,best_acc:0.6506211180124224
acc:0.6413043478260869,best_acc:0.6506211180124224
acc:0.6467391304347826,best_acc:0.6506211180124224
acc:0.6451863354037266,best_acc:0.6506211180124224
acc:0.6467391304347826,best_acc:0.6506211180124224
acc:0.6436335403726708,best_acc:0.6506211180124224
acc:0.6436335403726708,best_acc:0.6506211180124224
acc:0.6521739130434783,best_acc:0.6506211180124224
acc:0.6498447204968945,best_acc:0.6521739130434783
acc:0.656055900621118,best_acc:0.6521739130434783
acc:0.656055900621118,best_acc:0.656055900621118
acc:0.65527950310559,best_acc:0.656055900621118
acc:0.6599378881987578,best_acc:0.656055900621118
acc:0.6607142857142858,best_acc:0.6599378881987578
acc:0.6591614906832298,best_acc:0.6607142857142858
acc:0.6529503105590062,best_acc:0.6607142857142858
acc:0.6537267080745341,best_acc:0.6607142857142858
acc:0.6529503105590062,best_acc:0.6607142857142858
acc:0.656055900621118,best_acc:0.6607142857142858
acc:0.6537267080745341,best_acc:0.6607142857142858
acc:0.656832298136646,best_acc:0.6607142857142858
acc:0.6599378881987578,best_acc:0.6607142857142858
acc:0.6614906832298137,best_acc:0.6607142857142858
acc:0.6583850931677019,best_acc:0.6614906832298137
acc:0.6568322981366459,best_acc:0.6614906832298137
acc:0.6545031055900621,best_acc:0.6614906832298137
acc:0.656832298136646,best_acc:0.6614906832298137
acc:0.6599378881987578,best_acc:0.6614906832298137
acc:0.6607142857142858,best_acc:0.6614906832298137
acc:0.6607142857142857,best_acc:0.6614906832298137
acc:0.6599378881987578,best_acc:0.6614906832298137
acc:0.6599378881987578,best_acc:0.6614906832298137
acc:0.6653726708074534,best_acc:0.6614906832298137
acc:0.6622670807453417,best_acc:0.6653726708074534
acc:0.6653726708074534,best_acc:0.6653726708074534
acc:0.6669254658385093,best_acc:0.6653726708074534
acc:0.6669254658385093,best_acc:0.6669254658385093
acc:0.6677018633540373,best_acc:0.6669254658385093
acc:0.6677018633540373,best_acc:0.6677018633540373
acc:0.6653726708074534,best_acc:0.6677018633540373
acc:0.6661490683229814,best_acc:0.6677018633540373
acc:0.6661490683229814,best_acc:0.6677018633540373
acc:0.6669254658385093,best_acc:0.6677018633540373
acc:0.6614906832298136,best_acc:0.6677018633540373
acc:0.6599378881987578,best_acc:0.6677018633540373
acc:0.6607142857142857,best_acc:0.6677018633540373
acc:0.6607142857142857,best_acc:0.6677018633540373
acc:0.6599378881987578,best_acc:0.6677018633540373
acc:0.6614906832298137,best_acc:0.6677018633540373
acc:0.6591614906832298,best_acc:0.6677018633540373
acc:0.6607142857142857,best_acc:0.6677018633540373
acc:0.6638198757763976,best_acc:0.6677018633540373
acc:0.6630434782608696,best_acc:0.6677018633540373
acc:0.6645962732919255,best_acc:0.6677018633540373
acc:0.6645962732919255,best_acc:0.6677018633540373
TEST:  acc:0.6568322981366459
