acc:0.40674157303370784,best_acc:0
acc:0.5303370786516854,best_acc:0.40674157303370784
acc:0.43595505617977526,best_acc:0.5303370786516854
acc:0.36629213483146067,best_acc:0.5303370786516854
acc:0.2853932584269663,best_acc:0.5303370786516854
acc:0.2853932584269663,best_acc:0.5303370786516854
acc:0.2808988764044944,best_acc:0.5303370786516854
acc:0.31910112359550563,best_acc:0.5303370786516854
acc:0.3831460674157303,best_acc:0.5303370786516854
acc:0.4460674157303371,best_acc:0.5303370786516854
acc:0.4438202247191011,best_acc:0.5303370786516854
acc:0.48876404494382025,best_acc:0.5303370786516854
acc:0.5348314606741573,best_acc:0.5303370786516854
acc:0.5449438202247191,best_acc:0.5348314606741573
acc:0.5561797752808989,best_acc:0.5449438202247191
acc:0.5393258426966292,best_acc:0.5561797752808989
acc:0.5280898876404494,best_acc:0.5561797752808989
acc:0.5337078651685393,best_acc:0.5561797752808989
acc:0.5337078651685393,best_acc:0.5561797752808989
acc:0.5337078651685393,best_acc:0.5561797752808989
acc:0.5393258426966292,best_acc:0.5561797752808989
acc:0.550561797752809,best_acc:0.5561797752808989
acc:0.5629213483146067,best_acc:0.5561797752808989
acc:0.5629213483146067,best_acc:0.5629213483146067
acc:0.5820224719101124,best_acc:0.5629213483146067
acc:0.5943820224719101,best_acc:0.5820224719101124
acc:0.5943820224719101,best_acc:0.5943820224719101
acc:0.6101123595505618,best_acc:0.5943820224719101
acc:0.6022471910112359,best_acc:0.6101123595505618
acc:0.597752808988764,best_acc:0.6101123595505618
acc:0.5898876404494382,best_acc:0.6101123595505618
acc:0.5966292134831461,best_acc:0.6101123595505618
acc:0.5898876404494382,best_acc:0.6101123595505618
acc:0.6000000000000001,best_acc:0.6101123595505618
acc:0.6000000000000001,best_acc:0.6101123595505618
acc:0.597752808988764,best_acc:0.6101123595505618
acc:0.601123595505618,best_acc:0.6101123595505618
acc:0.6191011235955056,best_acc:0.6101123595505618
acc:0.6348314606741573,best_acc:0.6191011235955056
acc:0.6438202247191012,best_acc:0.6348314606741573
acc:0.648314606741573,best_acc:0.6438202247191012
acc:0.6471910112359551,best_acc:0.648314606741573
acc:0.6539325842696629,best_acc:0.648314606741573
acc:0.655056179775281,best_acc:0.6539325842696629
acc:0.651685393258427,best_acc:0.655056179775281
acc:0.6415730337078651,best_acc:0.655056179775281
acc:0.6337078651685393,best_acc:0.655056179775281
acc:0.6382022471910113,best_acc:0.655056179775281
acc:0.6393258426966293,best_acc:0.655056179775281
acc:0.6404494382022472,best_acc:0.655056179775281
acc:0.6449438202247191,best_acc:0.655056179775281
acc:0.6370786516853932,best_acc:0.655056179775281
acc:0.6325842696629214,best_acc:0.655056179775281
acc:0.6337078651685393,best_acc:0.655056179775281
acc:0.6359550561797753,best_acc:0.655056179775281
acc:0.6337078651685393,best_acc:0.655056179775281
acc:0.6382022471910112,best_acc:0.655056179775281
acc:0.6370786516853932,best_acc:0.655056179775281
acc:0.6348314606741574,best_acc:0.655056179775281
acc:0.6348314606741574,best_acc:0.655056179775281
acc:0.6393258426966293,best_acc:0.655056179775281
acc:0.6426966292134831,best_acc:0.655056179775281
acc:0.6460674157303371,best_acc:0.655056179775281
acc:0.6460674157303371,best_acc:0.655056179775281
acc:0.6449438202247191,best_acc:0.655056179775281
acc:0.6471910112359551,best_acc:0.655056179775281
acc:0.649438202247191,best_acc:0.655056179775281
acc:0.649438202247191,best_acc:0.655056179775281
acc:0.648314606741573,best_acc:0.655056179775281
acc:0.650561797752809,best_acc:0.655056179775281
acc:0.651685393258427,best_acc:0.655056179775281
acc:0.6550561797752809,best_acc:0.655056179775281
acc:0.6561797752808989,best_acc:0.655056179775281
acc:0.655056179775281,best_acc:0.6561797752808989
acc:0.6528089887640449,best_acc:0.6561797752808989
acc:0.6528089887640449,best_acc:0.6561797752808989
acc:0.6539325842696629,best_acc:0.6561797752808989
acc:0.651685393258427,best_acc:0.6561797752808989
acc:0.6528089887640449,best_acc:0.6561797752808989
acc:0.6539325842696629,best_acc:0.6561797752808989
acc:0.655056179775281,best_acc:0.6561797752808989
acc:0.6561797752808989,best_acc:0.6561797752808989
acc:0.6561797752808989,best_acc:0.6561797752808989
acc:0.6561797752808989,best_acc:0.6561797752808989
acc:0.6595505617977528,best_acc:0.6561797752808989
acc:0.6573033707865168,best_acc:0.6595505617977528
acc:0.6573033707865168,best_acc:0.6595505617977528
acc:0.6584269662921348,best_acc:0.6595505617977528
acc:0.6584269662921348,best_acc:0.6595505617977528
acc:0.6595505617977528,best_acc:0.6595505617977528
acc:0.6584269662921348,best_acc:0.6595505617977528
acc:0.6584269662921348,best_acc:0.6595505617977528
acc:0.6561797752808989,best_acc:0.6595505617977528
acc:0.6561797752808989,best_acc:0.6595505617977528
acc:0.6561797752808989,best_acc:0.6595505617977528
acc:0.6561797752808989,best_acc:0.6595505617977528
acc:0.6561797752808989,best_acc:0.6595505617977528
acc:0.6561797752808989,best_acc:0.6595505617977528
acc:0.6561797752808989,best_acc:0.6595505617977528
acc:0.6561797752808989,best_acc:0.6595505617977528
TEST:  acc:0.6179775280898876
