acc:0.25,best_acc:0
acc:0.3047945205479452,best_acc:0.25
acc:0.3595890410958904,best_acc:0.3047945205479452
acc:0.3710045662100456,best_acc:0.3595890410958904
acc:0.3698630136986301,best_acc:0.3710045662100456
acc:0.3561643835616438,best_acc:0.3710045662100456
acc:0.3470319634703196,best_acc:0.3710045662100456
acc:0.3470319634703196,best_acc:0.3710045662100456
acc:0.3470319634703196,best_acc:0.3710045662100456
acc:0.3470319634703196,best_acc:0.3710045662100456
acc:0.3470319634703196,best_acc:0.3710045662100456
acc:0.3458904109589041,best_acc:0.3710045662100456
acc:0.3458904109589041,best_acc:0.3710045662100456
acc:0.3458904109589041,best_acc:0.3710045662100456
acc:0.3458904109589041,best_acc:0.3710045662100456
acc:0.3561643835616438,best_acc:0.3710045662100456
acc:0.3561643835616438,best_acc:0.3710045662100456
acc:0.3561643835616438,best_acc:0.3710045662100456
acc:0.3561643835616438,best_acc:0.3710045662100456
acc:0.3618721461187214,best_acc:0.3710045662100456
acc:0.3618721461187214,best_acc:0.3710045662100456
acc:0.3675799086757991,best_acc:0.3710045662100456
acc:0.3675799086757991,best_acc:0.3710045662100456
acc:0.3675799086757991,best_acc:0.3710045662100456
acc:0.3744292237442922,best_acc:0.3710045662100456
acc:0.3744292237442922,best_acc:0.3744292237442922
acc:0.3835616438356164,best_acc:0.3744292237442922
acc:0.4029680365296804,best_acc:0.3835616438356164
acc:0.4029680365296804,best_acc:0.4029680365296804
acc:0.4029680365296804,best_acc:0.4029680365296804
acc:0.4029680365296804,best_acc:0.4029680365296804
acc:0.4029680365296804,best_acc:0.4029680365296804
acc:0.4029680365296804,best_acc:0.4029680365296804
acc:0.4029680365296804,best_acc:0.4029680365296804
acc:0.4029680365296804,best_acc:0.4029680365296804
acc:0.4029680365296804,best_acc:0.4029680365296804
acc:0.4029680365296804,best_acc:0.4029680365296804
acc:0.4029680365296804,best_acc:0.4029680365296804
acc:0.4029680365296804,best_acc:0.4029680365296804
acc:0.4029680365296804,best_acc:0.4029680365296804
acc:0.4029680365296804,best_acc:0.4029680365296804
acc:0.4029680365296804,best_acc:0.4029680365296804
acc:0.4029680365296804,best_acc:0.4029680365296804
acc:0.4029680365296804,best_acc:0.4029680365296804
acc:0.4155251141552511,best_acc:0.4029680365296804
acc:0.4246575342465754,best_acc:0.4155251141552511
acc:0.4406392694063927,best_acc:0.4246575342465754
acc:0.4406392694063927,best_acc:0.4406392694063927
acc:0.4406392694063927,best_acc:0.4406392694063927
acc:0.4406392694063927,best_acc:0.4406392694063927
acc:0.4406392694063927,best_acc:0.4406392694063927
acc:0.4406392694063927,best_acc:0.4406392694063927
acc:0.4406392694063927,best_acc:0.4406392694063927
acc:0.44406392694063923,best_acc:0.4406392694063927
acc:0.45319634703196343,best_acc:0.44406392694063923
acc:0.46232876712328763,best_acc:0.45319634703196343
acc:0.46232876712328763,best_acc:0.46232876712328763
acc:0.46232876712328763,best_acc:0.46232876712328763
acc:0.46232876712328763,best_acc:0.46232876712328763
acc:0.47146118721461183,best_acc:0.46232876712328763
acc:0.478310502283105,best_acc:0.47146118721461183
acc:0.478310502283105,best_acc:0.478310502283105
acc:0.4817351598173516,best_acc:0.478310502283105
acc:0.4840182648401826,best_acc:0.4817351598173516
acc:0.49200913242009137,best_acc:0.4840182648401826
acc:0.49200913242009137,best_acc:0.49200913242009137
acc:0.49200913242009137,best_acc:0.49200913242009137
acc:0.49200913242009137,best_acc:0.49200913242009137
acc:0.5045662100456622,best_acc:0.49200913242009137
acc:0.5045662100456622,best_acc:0.5045662100456622
acc:0.5114155251141552,best_acc:0.5045662100456622
acc:0.5114155251141552,best_acc:0.5114155251141552
acc:0.5136986301369864,best_acc:0.5114155251141552
acc:0.5136986301369864,best_acc:0.5136986301369864
acc:0.5159817351598174,best_acc:0.5136986301369864
acc:0.519406392694064,best_acc:0.5159817351598174
acc:0.521689497716895,best_acc:0.519406392694064
acc:0.5228310502283104,best_acc:0.521689497716895
acc:0.5228310502283104,best_acc:0.5228310502283104
acc:0.521689497716895,best_acc:0.5228310502283104
acc:0.521689497716895,best_acc:0.5228310502283104
acc:0.521689497716895,best_acc:0.5228310502283104
acc:0.523972602739726,best_acc:0.5228310502283104
acc:0.523972602739726,best_acc:0.523972602739726
acc:0.5251141552511416,best_acc:0.523972602739726
acc:0.5251141552511416,best_acc:0.5251141552511416
acc:0.5273972602739726,best_acc:0.5251141552511416
acc:0.5273972602739726,best_acc:0.5273972602739726
acc:0.5273972602739726,best_acc:0.5273972602739726
acc:0.5273972602739726,best_acc:0.5273972602739726
acc:0.5273972602739726,best_acc:0.5273972602739726
acc:0.5296803652968036,best_acc:0.5273972602739726
acc:0.5296803652968036,best_acc:0.5296803652968036
acc:0.5296803652968036,best_acc:0.5296803652968036
acc:0.5296803652968036,best_acc:0.5296803652968036
acc:0.5285388127853881,best_acc:0.5296803652968036
acc:0.5285388127853881,best_acc:0.5296803652968036
acc:0.5296803652968036,best_acc:0.5296803652968036
acc:0.5308219178082192,best_acc:0.5296803652968036
acc:0.5308219178082192,best_acc:0.5308219178082192
TEST:  acc:0.5410958904109588
