acc:0.39325842696629215,best_acc:0
acc:0.4449438202247191,best_acc:0.39325842696629215
acc:0.5067415730337078,best_acc:0.4449438202247191
acc:0.5179775280898877,best_acc:0.5067415730337078
acc:0.3955056179775281,best_acc:0.5179775280898877
acc:0.23820224719101124,best_acc:0.5179775280898877
acc:0.23820224719101124,best_acc:0.5179775280898877
acc:0.2449438202247191,best_acc:0.5179775280898877
acc:0.2696629213483146,best_acc:0.5179775280898877
acc:0.3157303370786517,best_acc:0.5179775280898877
acc:0.348314606741573,best_acc:0.5179775280898877
acc:0.3719101123595505,best_acc:0.5179775280898877
acc:0.4224719101123595,best_acc:0.5179775280898877
acc:0.45280898876404496,best_acc:0.5179775280898877
acc:0.4696629213483146,best_acc:0.5179775280898877
acc:0.5078651685393258,best_acc:0.5179775280898877
acc:0.5146067415730338,best_acc:0.5179775280898877
acc:0.5359550561797752,best_acc:0.5179775280898877
acc:0.553932584269663,best_acc:0.5359550561797752
acc:0.5876404494382023,best_acc:0.553932584269663
acc:0.6280898876404495,best_acc:0.5876404494382023
acc:0.6393258426966292,best_acc:0.6280898876404495
acc:0.6404494382022472,best_acc:0.6393258426966292
acc:0.6561797752808989,best_acc:0.6404494382022472
acc:0.6539325842696629,best_acc:0.6561797752808989
acc:0.655056179775281,best_acc:0.6561797752808989
acc:0.6775280898876405,best_acc:0.6561797752808989
acc:0.6910112359550562,best_acc:0.6775280898876405
acc:0.6876404494382022,best_acc:0.6910112359550562
acc:0.6865168539325843,best_acc:0.6910112359550562
acc:0.6797752808988764,best_acc:0.6910112359550562
acc:0.6752808988764045,best_acc:0.6910112359550562
acc:0.6696629213483146,best_acc:0.6910112359550562
acc:0.6640449438202247,best_acc:0.6910112359550562
acc:0.6651685393258426,best_acc:0.6910112359550562
acc:0.6629213483146068,best_acc:0.6910112359550562
acc:0.6561797752808989,best_acc:0.6910112359550562
acc:0.6584269662921348,best_acc:0.6910112359550562
acc:0.6629213483146067,best_acc:0.6910112359550562
acc:0.6719101123595506,best_acc:0.6910112359550562
acc:0.6764044943820224,best_acc:0.6910112359550562
acc:0.6820224719101124,best_acc:0.6910112359550562
acc:0.6752808988764045,best_acc:0.6910112359550562
acc:0.6764044943820224,best_acc:0.6910112359550562
acc:0.6764044943820224,best_acc:0.6910112359550562
acc:0.6808988764044943,best_acc:0.6910112359550562
acc:0.6831460674157304,best_acc:0.6910112359550562
acc:0.6842696629213483,best_acc:0.6910112359550562
acc:0.6808988764044943,best_acc:0.6910112359550562
acc:0.6853932584269663,best_acc:0.6910112359550562
acc:0.6876404494382022,best_acc:0.6910112359550562
acc:0.6831460674157304,best_acc:0.6910112359550562
acc:0.6842696629213483,best_acc:0.6910112359550562
acc:0.6853932584269663,best_acc:0.6910112359550562
acc:0.6842696629213483,best_acc:0.6910112359550562
acc:0.6786516853932585,best_acc:0.6910112359550562
acc:0.6741573033707865,best_acc:0.6910112359550562
acc:0.6786516853932585,best_acc:0.6910112359550562
acc:0.6752808988764045,best_acc:0.6910112359550562
acc:0.6719101123595506,best_acc:0.6910112359550562
acc:0.6696629213483146,best_acc:0.6910112359550562
acc:0.6707865168539326,best_acc:0.6910112359550562
acc:0.6707865168539326,best_acc:0.6910112359550562
acc:0.6617977528089888,best_acc:0.6910112359550562
acc:0.6629213483146067,best_acc:0.6910112359550562
acc:0.6651685393258427,best_acc:0.6910112359550562
acc:0.6707865168539326,best_acc:0.6910112359550562
acc:0.6696629213483146,best_acc:0.6910112359550562
acc:0.6696629213483146,best_acc:0.6910112359550562
acc:0.6674157303370787,best_acc:0.6910112359550562
acc:0.6696629213483146,best_acc:0.6910112359550562
acc:0.6707865168539326,best_acc:0.6910112359550562
acc:0.6719101123595506,best_acc:0.6910112359550562
acc:0.6674157303370787,best_acc:0.6910112359550562
acc:0.6651685393258426,best_acc:0.6910112359550562
acc:0.6685393258426966,best_acc:0.6910112359550562
acc:0.6662921348314607,best_acc:0.6910112359550562
acc:0.6685393258426966,best_acc:0.6910112359550562
acc:0.6707865168539326,best_acc:0.6910112359550562
acc:0.6707865168539326,best_acc:0.6910112359550562
acc:0.6707865168539326,best_acc:0.6910112359550562
acc:0.6730337078651685,best_acc:0.6910112359550562
acc:0.6764044943820224,best_acc:0.6910112359550562
acc:0.6797752808988764,best_acc:0.6910112359550562
acc:0.6820224719101124,best_acc:0.6910112359550562
acc:0.6775280898876405,best_acc:0.6910112359550562
acc:0.6764044943820224,best_acc:0.6910112359550562
acc:0.6797752808988764,best_acc:0.6910112359550562
acc:0.6797752808988764,best_acc:0.6910112359550562
acc:0.6786516853932585,best_acc:0.6910112359550562
acc:0.6808988764044944,best_acc:0.6910112359550562
acc:0.6808988764044944,best_acc:0.6910112359550562
acc:0.6808988764044944,best_acc:0.6910112359550562
acc:0.6797752808988764,best_acc:0.6910112359550562
acc:0.6808988764044943,best_acc:0.6910112359550562
acc:0.6808988764044943,best_acc:0.6910112359550562
acc:0.6808988764044943,best_acc:0.6910112359550562
acc:0.6808988764044943,best_acc:0.6910112359550562
acc:0.6808988764044943,best_acc:0.6910112359550562
acc:0.6808988764044943,best_acc:0.6910112359550562
TEST:  acc:0.649438202247191
