acc:0.2468944099378882,best_acc:0
acc:0.25854037267080743,best_acc:0.2468944099378882
acc:0.25854037267080743,best_acc:0.25854037267080743
acc:0.2701863354037267,best_acc:0.25854037267080743
acc:0.2911490683229814,best_acc:0.2701863354037267
acc:0.3470496894409938,best_acc:0.2911490683229814
acc:0.37965838509316774,best_acc:0.3470496894409938
acc:0.4122670807453416,best_acc:0.37965838509316774
acc:0.4301242236024845,best_acc:0.4122670807453416
acc:0.42546583850931674,best_acc:0.4301242236024845
acc:0.43478260869565216,best_acc:0.4301242236024845
acc:0.4386645962732919,best_acc:0.43478260869565216
acc:0.43245341614906835,best_acc:0.4386645962732919
acc:0.4309006211180124,best_acc:0.4386645962732919
acc:0.42934782608695654,best_acc:0.4386645962732919
acc:0.4200310559006211,best_acc:0.4386645962732919
acc:0.4200310559006211,best_acc:0.4386645962732919
acc:0.4200310559006211,best_acc:0.4386645962732919
acc:0.41537267080745344,best_acc:0.4386645962732919
acc:0.4169254658385093,best_acc:0.4386645962732919
acc:0.4138198757763975,best_acc:0.4386645962732919
acc:0.4091614906832298,best_acc:0.4386645962732919
acc:0.4091614906832298,best_acc:0.4386645962732919
acc:0.40993788819875776,best_acc:0.4386645962732919
acc:0.4083850931677019,best_acc:0.4386645962732919
acc:0.406055900621118,best_acc:0.4386645962732919
acc:0.406055900621118,best_acc:0.4386645962732919
acc:0.40993788819875776,best_acc:0.4386645962732919
acc:0.40993788819875776,best_acc:0.4386645962732919
acc:0.4083850931677019,best_acc:0.4386645962732919
acc:0.4083850931677019,best_acc:0.4386645962732919
acc:0.4083850931677019,best_acc:0.4386645962732919
acc:0.4091614906832298,best_acc:0.4386645962732919
acc:0.40683229813664595,best_acc:0.4386645962732919
acc:0.40993788819875776,best_acc:0.4386645962732919
acc:0.40760869565217395,best_acc:0.4386645962732919
acc:0.40760869565217395,best_acc:0.4386645962732919
acc:0.4122670807453416,best_acc:0.4386645962732919
acc:0.4192546583850931,best_acc:0.4386645962732919
acc:0.4192546583850931,best_acc:0.4386645962732919
acc:0.41770186335403725,best_acc:0.4386645962732919
acc:0.4169254658385093,best_acc:0.4386645962732919
acc:0.4145962732919255,best_acc:0.4386645962732919
acc:0.4138198757763975,best_acc:0.4386645962732919
acc:0.4145962732919255,best_acc:0.4386645962732919
acc:0.4138198757763975,best_acc:0.4386645962732919
acc:0.41537267080745344,best_acc:0.4386645962732919
acc:0.41381987577639756,best_acc:0.4386645962732919
acc:0.41304347826086957,best_acc:0.4386645962732919
acc:0.41304347826086957,best_acc:0.4386645962732919
acc:0.41381987577639756,best_acc:0.4386645962732919
acc:0.41304347826086957,best_acc:0.4386645962732919
acc:0.4122670807453416,best_acc:0.4386645962732919
acc:0.4114906832298137,best_acc:0.4386645962732919
acc:0.41304347826086957,best_acc:0.4386645962732919
acc:0.4145962732919255,best_acc:0.4386645962732919
acc:0.41304347826086957,best_acc:0.4386645962732919
acc:0.41304347826086957,best_acc:0.4386645962732919
acc:0.41304347826086957,best_acc:0.4386645962732919
acc:0.41537267080745344,best_acc:0.4386645962732919
acc:0.4145962732919255,best_acc:0.4386645962732919
acc:0.4138198757763975,best_acc:0.4386645962732919
acc:0.4122670807453416,best_acc:0.4386645962732919
acc:0.4122670807453416,best_acc:0.4386645962732919
acc:0.4122670807453416,best_acc:0.4386645962732919
acc:0.4107142857142857,best_acc:0.4386645962732919
acc:0.4107142857142857,best_acc:0.4386645962732919
acc:0.4091614906832298,best_acc:0.4386645962732919
acc:0.41149068322981364,best_acc:0.4386645962732919
acc:0.41304347826086957,best_acc:0.4386645962732919
acc:0.4107142857142857,best_acc:0.4386645962732919
acc:0.40993788819875776,best_acc:0.4386645962732919
acc:0.40993788819875776,best_acc:0.4386645962732919
acc:0.41149068322981364,best_acc:0.4386645962732919
acc:0.41149068322981364,best_acc:0.4386645962732919
acc:0.41226708074534163,best_acc:0.4386645962732919
acc:0.41381987577639756,best_acc:0.4386645962732919
acc:0.41304347826086957,best_acc:0.4386645962732919
acc:0.4122670807453416,best_acc:0.4386645962732919
acc:0.41149068322981364,best_acc:0.4386645962732919
acc:0.4122670807453416,best_acc:0.4386645962732919
acc:0.4122670807453416,best_acc:0.4386645962732919
acc:0.4107142857142857,best_acc:0.4386645962732919
acc:0.40993788819875776,best_acc:0.4386645962732919
acc:0.4107142857142857,best_acc:0.4386645962732919
acc:0.40993788819875776,best_acc:0.4386645962732919
acc:0.4091614906832298,best_acc:0.4386645962732919
acc:0.4091614906832298,best_acc:0.4386645962732919
acc:0.4091614906832298,best_acc:0.4386645962732919
acc:0.4091614906832298,best_acc:0.4386645962732919
acc:0.40993788819875776,best_acc:0.4386645962732919
acc:0.4091614906832298,best_acc:0.4386645962732919
acc:0.4091614906832298,best_acc:0.4386645962732919
acc:0.4091614906832298,best_acc:0.4386645962732919
acc:0.4091614906832298,best_acc:0.4386645962732919
acc:0.4091614906832298,best_acc:0.4386645962732919
acc:0.4091614906832298,best_acc:0.4386645962732919
acc:0.4091614906832298,best_acc:0.4386645962732919
acc:0.4091614906832298,best_acc:0.4386645962732919
acc:0.4091614906832298,best_acc:0.4386645962732919
TEST:  acc:0.42158385093167705
