acc:0.2360248447204969,best_acc:0
acc:0.1529503105590062,best_acc:0.2360248447204969
acc:0.056677018633540376,best_acc:0.2360248447204969
acc:0.09083850931677018,best_acc:0.2360248447204969
acc:0.26009316770186336,best_acc:0.2360248447204969
acc:0.4262422360248447,best_acc:0.26009316770186336
acc:0.48680124223602483,best_acc:0.4262422360248447
acc:0.5372670807453417,best_acc:0.48680124223602483
acc:0.5722049689440993,best_acc:0.5372670807453417
acc:0.5745341614906831,best_acc:0.5722049689440993
acc:0.579192546583851,best_acc:0.5745341614906831
acc:0.6001552795031055,best_acc:0.579192546583851
acc:0.6141304347826086,best_acc:0.6001552795031055
acc:0.6218944099378882,best_acc:0.6141304347826086
acc:0.625,best_acc:0.6218944099378882
acc:0.639751552795031,best_acc:0.625
acc:0.6513975155279503,best_acc:0.639751552795031
acc:0.6583850931677019,best_acc:0.6513975155279503
acc:0.65527950310559,best_acc:0.6583850931677019
acc:0.65527950310559,best_acc:0.6583850931677019
acc:0.6583850931677019,best_acc:0.6583850931677019
acc:0.6506211180124224,best_acc:0.6583850931677019
acc:0.6467391304347826,best_acc:0.6583850931677019
acc:0.6498447204968945,best_acc:0.6583850931677019
acc:0.6529503105590062,best_acc:0.6583850931677019
acc:0.6537267080745341,best_acc:0.6583850931677019
acc:0.656055900621118,best_acc:0.6583850931677019
acc:0.6521739130434783,best_acc:0.6583850931677019
acc:0.6599378881987578,best_acc:0.6583850931677019
acc:0.6576086956521738,best_acc:0.6599378881987578
acc:0.6576086956521738,best_acc:0.6599378881987578
acc:0.65527950310559,best_acc:0.6599378881987578
acc:0.6583850931677018,best_acc:0.6599378881987578
acc:0.6607142857142857,best_acc:0.6599378881987578
acc:0.6614906832298136,best_acc:0.6607142857142857
acc:0.6614906832298137,best_acc:0.6614906832298136
acc:0.6630434782608696,best_acc:0.6614906832298137
acc:0.6669254658385093,best_acc:0.6630434782608696
acc:0.6630434782608696,best_acc:0.6669254658385093
acc:0.6607142857142857,best_acc:0.6669254658385093
acc:0.657608695652174,best_acc:0.6669254658385093
acc:0.6545031055900621,best_acc:0.6669254658385093
acc:0.6576086956521738,best_acc:0.6669254658385093
acc:0.6630434782608696,best_acc:0.6669254658385093
acc:0.6622670807453416,best_acc:0.6669254658385093
acc:0.6607142857142857,best_acc:0.6669254658385093
acc:0.6622670807453416,best_acc:0.6669254658385093
acc:0.6677018633540373,best_acc:0.6669254658385093
acc:0.6638198757763976,best_acc:0.6677018633540373
acc:0.6684782608695652,best_acc:0.6677018633540373
acc:0.6669254658385093,best_acc:0.6684782608695652
acc:0.6591614906832298,best_acc:0.6684782608695652
acc:0.6630434782608696,best_acc:0.6684782608695652
acc:0.6638198757763976,best_acc:0.6684782608695652
acc:0.65527950310559,best_acc:0.6684782608695652
acc:0.6599378881987578,best_acc:0.6684782608695652
acc:0.6568322981366459,best_acc:0.6684782608695652
acc:0.6599378881987578,best_acc:0.6684782608695652
acc:0.6622670807453417,best_acc:0.6684782608695652
acc:0.6638198757763976,best_acc:0.6684782608695652
acc:0.6638198757763976,best_acc:0.6684782608695652
acc:0.6638198757763976,best_acc:0.6684782608695652
acc:0.6599378881987578,best_acc:0.6684782608695652
acc:0.6692546583850931,best_acc:0.6684782608695652
acc:0.6661490683229814,best_acc:0.6692546583850931
acc:0.6661490683229814,best_acc:0.6692546583850931
acc:0.6614906832298136,best_acc:0.6692546583850931
acc:0.6630434782608695,best_acc:0.6692546583850931
acc:0.6614906832298137,best_acc:0.6692546583850931
acc:0.6630434782608696,best_acc:0.6692546583850931
acc:0.6653726708074534,best_acc:0.6692546583850931
acc:0.6638198757763976,best_acc:0.6692546583850931
acc:0.6622670807453417,best_acc:0.6692546583850931
acc:0.6638198757763976,best_acc:0.6692546583850931
acc:0.6653726708074534,best_acc:0.6692546583850931
acc:0.6622670807453417,best_acc:0.6692546583850931
acc:0.6614906832298136,best_acc:0.6692546583850931
acc:0.6591614906832298,best_acc:0.6692546583850931
acc:0.6630434782608696,best_acc:0.6692546583850931
acc:0.6622670807453417,best_acc:0.6692546583850931
TEST:  acc:0.656055900621118
