acc:0.28538812785388123,best_acc:0
acc:0.2990867579908676,best_acc:0.28538812785388123
acc:0.2694063926940639,best_acc:0.2990867579908676
acc:0.24885844748858446,best_acc:0.2990867579908676
acc:0.23972602739726026,best_acc:0.2990867579908676
acc:0.2557077625570776,best_acc:0.2990867579908676
acc:0.2990867579908676,best_acc:0.2990867579908676
acc:0.2968036529680365,best_acc:0.2990867579908676
acc:0.3150684931506849,best_acc:0.2990867579908676
acc:0.319634703196347,best_acc:0.3150684931506849
acc:0.3150684931506849,best_acc:0.319634703196347
acc:0.3538812785388128,best_acc:0.319634703196347
acc:0.3378995433789954,best_acc:0.3538812785388128
acc:0.3515981735159817,best_acc:0.3538812785388128
acc:0.3538812785388128,best_acc:0.3538812785388128
acc:0.4018264840182648,best_acc:0.3538812785388128
acc:0.45662100456621,best_acc:0.4018264840182648
acc:0.47716894977168944,best_acc:0.45662100456621
acc:0.5205479452054795,best_acc:0.47716894977168944
acc:0.5410958904109588,best_acc:0.5205479452054795
acc:0.5684931506849316,best_acc:0.5410958904109588
acc:0.5639269406392694,best_acc:0.5684931506849316
acc:0.5981735159817352,best_acc:0.5684931506849316
acc:0.5684931506849316,best_acc:0.5981735159817352
acc:0.6073059360730594,best_acc:0.5981735159817352
acc:0.6210045662100456,best_acc:0.6073059360730594
acc:0.6324200913242009,best_acc:0.6210045662100456
acc:0.634703196347032,best_acc:0.6324200913242009
acc:0.6255707762557077,best_acc:0.634703196347032
acc:0.6324200913242009,best_acc:0.634703196347032
acc:0.6232876712328768,best_acc:0.634703196347032
acc:0.636986301369863,best_acc:0.634703196347032
acc:0.6278538812785388,best_acc:0.636986301369863
acc:0.6255707762557078,best_acc:0.636986301369863
acc:0.6232876712328768,best_acc:0.636986301369863
acc:0.6210045662100456,best_acc:0.636986301369863
acc:0.6255707762557078,best_acc:0.636986301369863
acc:0.6232876712328768,best_acc:0.636986301369863
acc:0.6301369863013698,best_acc:0.636986301369863
acc:0.6324200913242009,best_acc:0.636986301369863
acc:0.6529680365296804,best_acc:0.636986301369863
acc:0.6255707762557078,best_acc:0.6529680365296804
acc:0.6529680365296804,best_acc:0.6529680365296804
